time,f1,pr_auc,n,n_pos,regime,model,features,seed
46,0.02857142857142857,0.06219512195121951,712,2,temporal_rolling,sage,base,0
47,0.0,0.0651797928532836,846,22,temporal_rolling,sage,base,0
48,0.28,0.46776641520654755,471,36,temporal_rolling,sage,base,0
49,0.041237113402061855,0.17888476429095812,476,56,temporal_rolling,sage,base,0
38,0.5868263473053892,0.834586693907097,756,111,temporal_rolling,sage,base,1
39,0.8051948051948052,0.8521816639082483,1183,81,temporal_rolling,sage,base,1
40,0.6242774566473989,0.7091314921320534,1211,112,temporal_rolling,sage,base,1
41,0.7466666666666667,0.8156999116604414,1132,116,temporal_rolling,sage,base,1
42,0.8423529411764706,0.9067846580714617,2154,239,temporal_rolling,sage,base,1
43,0.0,0.03743017756962644,1370,24,temporal_rolling,sage,base,1
44,0.06060606060606061,0.0815156088540929,1591,24,temporal_rolling,sage,base,1
45,0.0,0.05094863712017725,1221,5,temporal_rolling,sage,base,1
46,0.05333333333333334,0.08681318681318681,712,2,temporal_rolling,sage,base,1
47,0.0,0.08375932018826683,846,22,temporal_rolling,sage,base,1
48,0.5617977528089888,0.4903410409545715,471,36,temporal_rolling,sage,base,1
49,0.0784313725490196,0.1596055628114543,476,56,temporal_rolling,sage,base,1
38,0.7448979591836735,0.8397129797112411,756,111,temporal_rolling,sage,base,2
39,0.5037037037037037,0.6489708845111785,1183,81,temporal_rolling,sage,base,2
40,0.6198830409356725,0.6866173898480383,1211,112,temporal_rolling,sage,base,2
41,0.7363636363636363,0.7726219012242328,1132,116,temporal_rolling,sage,base,2
42,0.8436018957345972,0.8976979815547963,2154,239,temporal_rolling,sage,base,2
43,0.0,0.039017826987489804,1370,24,temporal_rolling,sage,base,2
44,0.1935483870967742,0.09560112405586516,1591,24,temporal_rolling,sage,base,2
45,0.2222222222222222,0.08486247260984892,1221,5,temporal_rolling,sage,base,2
46,0.0,0.011915767847971237,712,2,temporal_rolling,sage,base,2
47,0.0,0.07914771231349789,846,22,temporal_rolling,sage,base,2
48,0.49122807017543857,0.5219728202809579,471,36,temporal_rolling,sage,base,2
49,0.0641025641025641,0.0714049245125539,476,56,temporal_rolling,sage,base,2
38,0.7731958762886598,0.8909071987748506,756,111,temporal_rolling,sage,base,3
39,0.782608695652174,0.8377936941453079,1183,81,temporal_rolling,sage,base,3
40,0.5989304812834224,0.6731948178546215,1211,112,temporal_rolling,sage,base,3
41,0.7766990291262136,0.806954470572646,1132,116,temporal_rolling,sage,base,3
42,0.8498845265588915,0.9028320032423687,2154,239,temporal_rolling,sage,base,3
43,0.0,0.03653979498491511,1370,24,temporal_rolling,sage,base,3
44,0.05,0.06553814094617666,1591,24,temporal_rolling,sage,base,3
45,0.25,0.12595065374033737,1221,5,temporal_rolling,sage,base,3
46,0.0,0.010446962858957643,712,2,temporal_rolling,sage,base,3
47,0.0,0.08010052580324024,846,22,temporal_rolling,sage,base,3
48,0.1702127659574468,0.461105840298993,471,36,temporal_rolling,sage,base,3
49,0.11290322580645161,0.1977093307298775,476,56,temporal_rolling,sage,base,3
38,0.7319587628865979,0.8393866712367856,756,111,temporal_rolling,sage,base,4
39,0.6122448979591837,0.748870038571187,1183,81,temporal_rolling,sage,base,4
40,0.6145251396648045,0.6827847092814737,1211,112,temporal_rolling,sage,base,4
41,0.7533632286995515,0.8353731702457492,1132,116,temporal_rolling,sage,base,4
42,0.8280542986425339,0.8970900147156022,2154,239,temporal_rolling,sage,base,4
43,0.0,0.0441776772679508,1370,24,temporal_rolling,sage,base,4
44,0.06666666666666667,0.06793895956433524,1591,24,temporal_rolling,sage,base,4
45,0.0,0.04166361933136421,1221,5,temporal_rolling,sage,base,4
46,0.023809523809523808,0.013006756756756757,712,2,temporal_rolling,sage,base,4
47,0.0,0.08370015470903301,846,22,temporal_rolling,sage,base,4
48,0.18181818181818182,0.34567242122329317,471,36,temporal_rolling,sage,base,4
49,0.043795620437956206,0.0703299373556299,476,56,temporal_rolling,sage,base,4
38,0.7333333333333333,0.8369521256154862,756,111,temporal_rolling,sage,base_gfp,0
39,0.5950413223140496,0.685042982859397,1183,81,temporal_rolling,sage,base_gfp,0
40,0.6187845303867403,0.7159693391048544,1211,112,temporal_rolling,sage,base_gfp,0
41,0.7981220657276995,0.8337772455061058,1132,116,temporal_rolling,sage,base_gfp,0
42,0.8397291196388262,0.8968322636053647,2154,239,temporal_rolling,sage,base_gfp,0
43,0.0,0.047334223758183705,1370,24,temporal_rolling,sage,base_gfp,0
44,0.09523809523809523,0.06676596859319797,1591,24,temporal_rolling,sage,base_gfp,0
45,0.0,0.02232906996790811,1221,5,temporal_rolling,sage,base_gfp,0
46,0.0,0.009566326530612245,712,2,temporal_rolling,sage,base_gfp,0
47,0.0,0.06644379646271999,846,22,temporal_rolling,sage,base_gfp,0
48,0.24242424242424243,0.30814079541966805,471,36,temporal_rolling,sage,base_gfp,0
49,0.08108108108108109,0.09436074056003486,476,56,temporal_rolling,sage,base_gfp,0
38,0.6703296703296703,0.8060734759731604,756,111,temporal_rolling,sage,base_gfp,1
39,0.6013986013986014,0.6289548530394468,1183,81,temporal_rolling,sage,base_gfp,1
40,0.5942857142857143,0.6718344976423297,1211,112,temporal_rolling,sage,base_gfp,1
41,0.7148936170212766,0.7892499614420001,1132,116,temporal_rolling,sage,base_gfp,1
42,0.8303571428571429,0.8948754077980873,2154,239,temporal_rolling,sage,base_gfp,1
43,0.0,0.039288690169909,1370,24,temporal_rolling,sage,base_gfp,1
44,0.06896551724137931,0.08274580535832132,1591,24,temporal_rolling,sage,base_gfp,1
45,0.0,0.013666288327876284,1221,5,temporal_rolling,sage,base_gfp,1
46,0.0,0.012889767237593323,712,2,temporal_rolling,sage,base_gfp,1
47,0.0,0.055419448988199616,846,22,temporal_rolling,sage,base_gfp,1
48,0.08,0.3158268833663449,471,36,temporal_rolling,sage,base_gfp,1
49,0.09929078014184398,0.08538844995935528,476,56,temporal_rolling,sage,base_gfp,1
38,0.7035175879396985,0.8052022269700524,756,111,temporal_rolling,sage,base_gfp,2
39,0.576,0.6458859733827048,1183,81,temporal_rolling,sage,base_gfp,2
40,0.631578947368421,0.6973808076012902,1211,112,temporal_rolling,sage,base_gfp,2
41,0.8296943231441049,0.8557255440315846,1132,116,temporal_rolling,sage,base_gfp,2
42,0.82560706401766,0.885720271497957,2154,239,temporal_rolling,sage,base_gfp,2
43,0.0,0.037612534619445706,1370,24,temporal_rolling,sage,base_gfp,2
44,0.06666666666666667,0.08898941334141887,1591,24,temporal_rolling,sage,base_gfp,2
45,0.2222222222222222,0.09602416360392618,1221,5,temporal_rolling,sage,base_gfp,2
46,0.0,0.011405182006040375,712,2,temporal_rolling,sage,base_gfp,2
47,0.0,0.07992066125546961,846,22,temporal_rolling,sage,base_gfp,2
48,0.22580645161290322,0.3119499430639599,471,36,temporal_rolling,sage,base_gfp,2
49,0.10810810810810811,0.14446564118419575,476,56,temporal_rolling,sage,base_gfp,2
38,0.6162790697674418,0.7890747945386032,756,111,temporal_rolling,sage,base_gfp,3
39,0.4793388429752066,0.5527460927209189,1183,81,temporal_rolling,sage,base_gfp,3
40,0.6091954022988506,0.6809017853292665,1211,112,temporal_rolling,sage,base_gfp,3
41,0.7410714285714286,0.7949078999302062,1132,116,temporal_rolling,sage,base_gfp,3
42,0.8261851015801355,0.900603542456437,2154,239,temporal_rolling,sage,base_gfp,3
43,0.0,0.03668693032560339,1370,24,temporal_rolling,sage,base_gfp,3
44,0.047619047619047616,0.05176681405882415,1591,24,temporal_rolling,sage,base_gfp,3
45,0.18181818181818182,0.06278544902931806,1221,5,temporal_rolling,sage,base_gfp,3
46,0.0,0.01021978021978022,712,2,temporal_rolling,sage,base_gfp,3
47,0.0,0.07955632457611586,846,22,temporal_rolling,sage,base_gfp,3
48,0.36923076923076925,0.3429475788920287,471,36,temporal_rolling,sage,base_gfp,3
49,0.06896551724137931,0.08256732815785513,476,56,temporal_rolling,sage,base_gfp,3
38,0.7461139896373057,0.8138621951766949,756,111,temporal_rolling,sage,base_gfp,4
39,0.6,0.6946325153384172,1183,81,temporal_rolling,sage,base_gfp,4
40,0.6063829787234043,0.7086802217826345,1211,112,temporal_rolling,sage,base_gfp,4
41,0.7397260273972602,0.7835832755485894,1132,116,temporal_rolling,sage,base_gfp,4
42,0.8348623853211009,0.8922749544467592,2154,239,temporal_rolling,sage,base_gfp,4
43,0.0,0.03062698975294304,1370,24,temporal_rolling,sage,base_gfp,4
44,0.05405405405405406,0.06843931339704587,1591,24,temporal_rolling,sage,base_gfp,4
45,0.2,0.12180075996671222,1221,5,temporal_rolling,sage,base_gfp,4
46,0.0,0.009774248682523856,712,2,temporal_rolling,sage,base_gfp,4
47,0.0,0.0724218665944874,846,22,temporal_rolling,sage,base_gfp,4
48,0.42105263157894735,0.4825275774946754,471,36,temporal_rolling,sage,base_gfp,4
49,0.12121212121212122,0.19184436507262415,476,56,temporal_rolling,sage,base_gfp,4
