time,f1,pr_auc,n,n_pos,regime,model,features,seed
26,0.8235294117647058,0.9674523007856342,71,9,random,sage,base_gfp,2
27,1.0,1.0,32,6,random,sage,base_gfp,2
28,0.967741935483871,1.0,41,16,random,sage,base_gfp,2
29,0.9361702127659575,0.9890023978368114,183,48,random,sage,base_gfp,2
30,0.967741935483871,0.9930555555555556,82,16,random,sage,base_gfp,2
31,0.896551724137931,0.9999999999999998,95,13,random,sage,base_gfp,2
32,0.9512195121951219,0.9911149825783971,188,41,random,sage,base_gfp,2
33,0.5,0.8666666666666667,76,3,random,sage,base_gfp,2
34,0.9090909090909091,0.9102564102564102,91,6,random,sage,base_gfp,2
35,0.9538461538461539,0.9843203375215569,197,33,random,sage,base_gfp,2
36,0.8888888888888888,1.0,260,4,random,sage,base_gfp,2
37,1.0,1.0,71,4,random,sage,base_gfp,2
38,0.9655172413793104,1.0,111,15,random,sage,base_gfp,2
39,0.8571428571428571,0.965277777777778,189,12,random,sage,base_gfp,2
40,0.8,0.8266955266955268,164,12,random,sage,base_gfp,2
41,0.9302325581395349,0.9620896902450302,178,21,random,sage,base_gfp,2
42,0.8888888888888888,0.9572993613419511,279,19,random,sage,base_gfp,2
43,0.5714285714285714,0.7766666666666666,186,5,random,sage,base_gfp,2
44,0.0,0.03861510059764073,249,3,random,sage,base_gfp,2
45,0.0,0.25,189,1,random,sage,base_gfp,2
46,0.0,0.011363636363636364,104,1,random,sage,base_gfp,2
47,0.0,0.22369985730141112,113,4,random,sage,base_gfp,2
48,0.7272727272727273,0.8714285714285714,77,5,random,sage,base_gfp,2
49,0.8695652173913043,0.8712592962592963,84,11,random,sage,base_gfp,2
1,0.0,0.05537098560354374,333,3,random,sage,base_gfp,3
2,0.5,0.6222222222222222,162,3,random,sage,base_gfp,3
3,0.0,0.13571428571428573,193,2,random,sage,base_gfp,3
4,0.2222222222222222,0.4399592027329253,224,6,random,sage,base_gfp,3
5,0.0,0.027777777777777776,289,1,random,sage,base_gfp,3
6,0.0,,77,0,random,sage,base_gfp,3
7,0.8571428571428571,0.8739505444050899,189,11,random,sage,base_gfp,3
8,0.7272727272727273,0.7179013765123026,181,13,random,sage,base_gfp,3
9,0.927536231884058,0.9215003166599371,117,34,random,sage,base_gfp,3
10,1.0,1.0,134,1,random,sage,base_gfp,3
11,0.918918918918919,0.9703321143272123,115,18,random,sage,base_gfp,3
12,1.0,1.0,59,3,random,sage,base_gfp,3
13,0.9615384615384616,0.9950337375644707,123,53,random,sage,base_gfp,3
14,0.9565217391304348,1.0,65,11,random,sage,base_gfp,3
15,0.9333333333333333,0.9902597402597402,91,22,random,sage,base_gfp,3
16,0.9302325581395349,0.977619912402521,93,22,random,sage,base_gfp,3
17,0.9696969696969697,1.0,131,16,random,sage,base_gfp,3
18,1.0,0.9999999999999998,52,7,random,sage,base_gfp,3
19,0.9032258064516129,0.9710839598997494,119,16,random,sage,base_gfp,3
20,0.918918918918919,0.9920325966584814,136,40,random,sage,base_gfp,3
21,0.88,0.9910714285714285,89,14,random,sage,base_gfp,3
22,0.9230769230769231,0.9944037444037443,272,26,random,sage,base_gfp,3
23,0.625,0.8484649122807019,165,8,random,sage,base_gfp,3
24,0.9130434782608695,0.9646856906534326,176,25,random,sage,base_gfp,3
25,0.9743589743589743,0.9973684210526316,90,19,random,sage,base_gfp,3
26,1.0,1.0000000000000002,71,9,random,sage,base_gfp,3
27,1.0,1.0,32,6,random,sage,base_gfp,3
28,0.896551724137931,1.0,41,16,random,sage,base_gfp,3
29,0.9361702127659575,0.9849924960527667,183,48,random,sage,base_gfp,3
30,0.9333333333333333,0.9790482954545454,82,16,random,sage,base_gfp,3
31,0.896551724137931,1.0,95,13,random,sage,base_gfp,3
32,0.975609756097561,0.9982706860534288,188,41,random,sage,base_gfp,3
33,0.5,0.8095238095238095,76,3,random,sage,base_gfp,3
34,0.7272727272727273,0.8541666666666666,91,6,random,sage,base_gfp,3
35,0.9393939393939394,0.9866277017486695,197,33,random,sage,base_gfp,3
36,1.0,1.0,260,4,random,sage,base_gfp,3
37,1.0,1.0,71,4,random,sage,base_gfp,3
38,0.967741935483871,0.9814987789987789,111,15,random,sage,base_gfp,3
39,1.0,1.0,189,12,random,sage,base_gfp,3
40,0.8181818181818182,0.8150018406894382,164,12,random,sage,base_gfp,3
41,0.9090909090909091,0.9555492816362381,178,21,random,sage,base_gfp,3
42,0.8947368421052632,0.9557958661836776,279,19,random,sage,base_gfp,3
43,0.5,0.5950980392156864,186,5,random,sage,base_gfp,3
44,0.0,0.0372510115157174,249,3,random,sage,base_gfp,3
45,0.0,0.047619047619047616,189,1,random,sage,base_gfp,3
46,0.0,0.011363636363636364,104,1,random,sage,base_gfp,3
47,0.4,0.38845208845208845,113,4,random,sage,base_gfp,3
48,0.8,0.8666666666666667,77,5,random,sage,base_gfp,3
49,0.8181818181818182,0.7778072937163847,84,11,random,sage,base_gfp,3
1,0.0,0.02617310226005878,333,3,random,sage,base_gfp,4
2,0.8,0.75,162,3,random,sage,base_gfp,4
3,0.0,0.11274509803921567,193,2,random,sage,base_gfp,4
4,0.4,0.4763051615445232,224,6,random,sage,base_gfp,4
5,0.0,0.09090909090909091,289,1,random,sage,base_gfp,4
6,0.0,,77,0,random,sage,base_gfp,4
7,0.8695652173913043,0.9078282828282829,189,11,random,sage,base_gfp,4
8,0.7692307692307693,0.8693026430582991,181,13,random,sage,base_gfp,4
9,0.927536231884058,0.9917241558785675,117,34,random,sage,base_gfp,4
10,1.0,1.0,134,1,random,sage,base_gfp,4
11,0.9473684210526315,0.9885964912280703,115,18,random,sage,base_gfp,4
12,1.0,1.0,59,3,random,sage,base_gfp,4
13,0.9532710280373832,0.9957808163369235,123,53,random,sage,base_gfp,4
14,0.9565217391304348,1.0,65,11,random,sage,base_gfp,4
15,0.9545454545454546,0.9836481700118065,91,22,random,sage,base_gfp,4
16,0.9302325581395349,0.9800046500813765,93,22,random,sage,base_gfp,4
17,0.9696969696969697,1.0,131,16,random,sage,base_gfp,4
18,1.0,0.9999999999999998,52,7,random,sage,base_gfp,4
19,0.875,0.9710839598997494,119,16,random,sage,base_gfp,4
20,0.8974358974358975,0.9781117728517299,136,40,random,sage,base_gfp,4
21,0.9629629629629629,1.0,89,14,random,sage,base_gfp,4
22,0.92,0.9847620328389559,272,26,random,sage,base_gfp,4
23,0.7058823529411765,0.835930735930736,165,8,random,sage,base_gfp,4
24,0.9166666666666666,0.9576161182910999,176,25,random,sage,base_gfp,4
25,0.9743589743589743,0.9973684210526315,90,19,random,sage,base_gfp,4
26,0.9473684210526315,0.9888888888888889,71,9,random,sage,base_gfp,4
27,1.0,1.0,32,6,random,sage,base_gfp,4
28,0.967741935483871,0.9963235294117647,41,16,random,sage,base_gfp,4
29,0.9583333333333334,0.9873774625769929,183,48,random,sage,base_gfp,4
30,0.9032258064516129,0.9827786377708978,82,16,random,sage,base_gfp,4
31,0.896551724137931,0.9945054945054943,95,13,random,sage,base_gfp,4
32,0.9411764705882353,0.9918020896518972,188,41,random,sage,base_gfp,4
33,0.8,0.8666666666666667,76,3,random,sage,base_gfp,4
34,0.7692307692307693,0.9166666666666666,91,6,random,sage,base_gfp,4
35,0.9014084507042254,0.9834591084591084,197,33,random,sage,base_gfp,4
36,0.6666666666666666,1.0,260,4,random,sage,base_gfp,4
37,0.8888888888888888,0.95,71,4,random,sage,base_gfp,4
38,0.9032258064516129,0.9877124183006536,111,15,random,sage,base_gfp,4
39,0.8695652173913043,0.9493686868686869,189,12,random,sage,base_gfp,4
40,0.75,0.8291379669456717,164,12,random,sage,base_gfp,4
41,0.8888888888888888,0.9535696689832027,178,21,random,sage,base_gfp,4
42,0.8205128205128205,0.9423558897243107,279,19,random,sage,base_gfp,4
43,0.75,0.6783333333333333,186,5,random,sage,base_gfp,4
44,0.0,0.20272904483430798,249,3,random,sage,base_gfp,4
45,0.0,0.0625,189,1,random,sage,base_gfp,4
46,0.0,0.011494252873563218,104,1,random,sage,base_gfp,4
47,0.3333333333333333,0.22702702702702704,113,4,random,sage,base_gfp,4
48,0.6666666666666666,0.8769230769230769,77,5,random,sage,base_gfp,4
49,0.8695652173913043,0.8375869080414536,84,11,random,sage,base_gfp,4
1,0.5,1.0,333,3,random,xgb,raw165,0
2,0.8571428571428571,1.0,162,3,random,xgb,raw165,0
3,1.0,1.0,193,2,random,xgb,raw165,0
4,1.0,1.0,224,6,random,xgb,raw165,0
5,0.0,1.0,289,1,random,xgb,raw165,0
6,0.0,,77,0,random,xgb,raw165,0
7,0.8461538461538461,0.9924242424242424,189,11,random,xgb,raw165,0
8,0.88,0.9564777327935221,181,13,random,xgb,raw165,0
9,0.9855072463768116,1.0,117,34,random,xgb,raw165,0
10,1.0,1.0,134,1,random,xgb,raw165,0
11,0.972972972972973,1.0,115,18,random,xgb,raw165,0
12,1.0,1.0,59,3,random,xgb,raw165,0
13,0.9906542056074766,1.0,123,53,random,xgb,raw165,0
14,1.0,1.0,65,11,random,xgb,raw165,0
15,1.0,1.0,91,22,random,xgb,raw165,0
16,0.9545454545454546,0.9789356984478934,93,22,random,xgb,raw165,0
17,1.0,1.0,131,16,random,xgb,raw165,0
18,1.0,0.9999999999999998,52,7,random,xgb,raw165,0
19,0.9375,0.9930555555555556,119,16,random,xgb,raw165,0
20,0.9620253164556962,0.996507760532151,136,40,random,xgb,raw165,0
21,1.0,1.0,89,14,random,xgb,raw165,0
22,0.9615384615384616,0.9960212201591512,272,26,random,xgb,raw165,0
23,0.8888888888888888,1.0,165,8,random,xgb,raw165,0
24,0.9795918367346939,0.9984615384615385,176,25,random,xgb,raw165,0
25,1.0,1.0,90,19,random,xgb,raw165,0
26,0.9473684210526315,1.0000000000000002,71,9,random,xgb,raw165,0
27,1.0,1.0,32,6,random,xgb,raw165,0
28,1.0,1.0,41,16,random,xgb,raw165,0
29,0.9795918367346939,0.9991408021541952,183,48,random,xgb,raw165,0
30,0.9696969696969697,0.9963235294117647,82,16,random,xgb,raw165,0
31,1.0,0.9999999999999998,95,13,random,xgb,raw165,0
32,0.9879518072289156,0.9994192799070849,188,41,random,xgb,raw165,0
33,0.8,0.9166666666666665,76,3,random,xgb,raw165,0
34,1.0,1.0,91,6,random,xgb,raw165,0
35,0.9696969696969697,0.9946319870256819,197,33,random,xgb,raw165,0
36,1.0,1.0,260,4,random,xgb,raw165,0
37,1.0,1.0,71,4,random,xgb,raw165,0
38,0.9655172413793104,1.0,111,15,random,xgb,raw165,0
39,1.0,1.0,189,12,random,xgb,raw165,0
40,0.8571428571428571,0.8944633408919125,164,12,random,xgb,raw165,0
41,0.9302325581395349,0.9780219780219781,178,21,random,xgb,raw165,0
42,0.8780487804878049,0.9880765988197036,279,19,random,xgb,raw165,0
43,0.5714285714285714,0.7859649122807018,186,5,random,xgb,raw165,0
44,0.3333333333333333,0.43333333333333335,249,3,random,xgb,raw165,0
45,1.0,1.0,189,1,random,xgb,raw165,0
46,1.0,1.0,104,1,random,xgb,raw165,0
47,0.6666666666666666,0.7636986301369864,113,4,random,xgb,raw165,0
48,0.9090909090909091,0.9666666666666666,77,5,random,xgb,raw165,0
49,1.0,1.0,84,11,random,xgb,raw165,0
1,0.5,1.0,333,3,random,xgb,raw165,1
2,0.8571428571428571,1.0,162,3,random,xgb,raw165,1
3,1.0,1.0,193,2,random,xgb,raw165,1
4,1.0,1.0,224,6,random,xgb,raw165,1
5,0.0,1.0,289,1,random,xgb,raw165,1
6,0.0,,77,0,random,xgb,raw165,1
7,0.8461538461538461,0.9924242424242424,189,11,random,xgb,raw165,1
8,0.88,0.9564777327935221,181,13,random,xgb,raw165,1
9,0.9855072463768116,1.0,117,34,random,xgb,raw165,1
10,1.0,1.0,134,1,random,xgb,raw165,1
11,0.972972972972973,1.0,115,18,random,xgb,raw165,1
12,1.0,1.0,59,3,random,xgb,raw165,1
13,0.9906542056074766,1.0,123,53,random,xgb,raw165,1
14,1.0,1.0,65,11,random,xgb,raw165,1
15,1.0,1.0,91,22,random,xgb,raw165,1
16,0.9545454545454546,0.9789356984478934,93,22,random,xgb,raw165,1
17,1.0,1.0,131,16,random,xgb,raw165,1
18,1.0,0.9999999999999998,52,7,random,xgb,raw165,1
19,0.9375,0.9930555555555556,119,16,random,xgb,raw165,1
20,0.9620253164556962,0.996507760532151,136,40,random,xgb,raw165,1
21,1.0,1.0,89,14,random,xgb,raw165,1
22,0.9615384615384616,0.9960212201591512,272,26,random,xgb,raw165,1
23,0.8888888888888888,1.0,165,8,random,xgb,raw165,1
24,0.9795918367346939,0.9984615384615385,176,25,random,xgb,raw165,1
25,1.0,1.0,90,19,random,xgb,raw165,1
26,0.9473684210526315,1.0000000000000002,71,9,random,xgb,raw165,1
27,1.0,1.0,32,6,random,xgb,raw165,1
28,1.0,1.0,41,16,random,xgb,raw165,1
29,0.9795918367346939,0.9991408021541952,183,48,random,xgb,raw165,1
30,0.9696969696969697,0.9963235294117647,82,16,random,xgb,raw165,1
31,1.0,0.9999999999999998,95,13,random,xgb,raw165,1
32,0.9879518072289156,0.9994192799070849,188,41,random,xgb,raw165,1
33,0.8,0.9166666666666665,76,3,random,xgb,raw165,1
34,1.0,1.0,91,6,random,xgb,raw165,1
35,0.9696969696969697,0.9946319870256819,197,33,random,xgb,raw165,1
36,1.0,1.0,260,4,random,xgb,raw165,1
37,1.0,1.0,71,4,random,xgb,raw165,1
38,0.9655172413793104,1.0,111,15,random,xgb,raw165,1
39,1.0,1.0,189,12,random,xgb,raw165,1
40,0.8571428571428571,0.8944633408919125,164,12,random,xgb,raw165,1
41,0.9302325581395349,0.9780219780219781,178,21,random,xgb,raw165,1
42,0.8780487804878049,0.9880765988197036,279,19,random,xgb,raw165,1
43,0.5714285714285714,0.7859649122807018,186,5,random,xgb,raw165,1
44,0.3333333333333333,0.43333333333333335,249,3,random,xgb,raw165,1
45,1.0,1.0,189,1,random,xgb,raw165,1
46,1.0,1.0,104,1,random,xgb,raw165,1
47,0.6666666666666666,0.7636986301369864,113,4,random,xgb,raw165,1
48,0.9090909090909091,0.9666666666666666,77,5,random,xgb,raw165,1
49,1.0,1.0,84,11,random,xgb,raw165,1
1,0.5,1.0,333,3,random,xgb,raw165,2
2,0.8571428571428571,1.0,162,3,random,xgb,raw165,2
3,1.0,1.0,193,2,random,xgb,raw165,2
4,1.0,1.0,224,6,random,xgb,raw165,2
5,0.0,1.0,289,1,random,xgb,raw165,2
6,0.0,,77,0,random,xgb,raw165,2
7,0.8461538461538461,0.9924242424242424,189,11,random,xgb,raw165,2
8,0.88,0.9564777327935221,181,13,random,xgb,raw165,2
9,0.9855072463768116,1.0,117,34,random,xgb,raw165,2
10,1.0,1.0,134,1,random,xgb,raw165,2
11,0.972972972972973,1.0,115,18,random,xgb,raw165,2
12,1.0,1.0,59,3,random,xgb,raw165,2
13,0.9906542056074766,1.0,123,53,random,xgb,raw165,2
14,1.0,1.0,65,11,random,xgb,raw165,2
15,1.0,1.0,91,22,random,xgb,raw165,2
16,0.9545454545454546,0.9789356984478934,93,22,random,xgb,raw165,2
17,1.0,1.0,131,16,random,xgb,raw165,2
18,1.0,0.9999999999999998,52,7,random,xgb,raw165,2
19,0.9375,0.9930555555555556,119,16,random,xgb,raw165,2
20,0.9620253164556962,0.996507760532151,136,40,random,xgb,raw165,2
21,1.0,1.0,89,14,random,xgb,raw165,2
22,0.9615384615384616,0.9960212201591512,272,26,random,xgb,raw165,2
23,0.8888888888888888,1.0,165,8,random,xgb,raw165,2
24,0.9795918367346939,0.9984615384615385,176,25,random,xgb,raw165,2
25,1.0,1.0,90,19,random,xgb,raw165,2
26,0.9473684210526315,1.0000000000000002,71,9,random,xgb,raw165,2
27,1.0,1.0,32,6,random,xgb,raw165,2
28,1.0,1.0,41,16,random,xgb,raw165,2
29,0.9795918367346939,0.9991408021541952,183,48,random,xgb,raw165,2
30,0.9696969696969697,0.9963235294117647,82,16,random,xgb,raw165,2
31,1.0,0.9999999999999998,95,13,random,xgb,raw165,2
32,0.9879518072289156,0.9994192799070849,188,41,random,xgb,raw165,2
33,0.8,0.9166666666666665,76,3,random,xgb,raw165,2
34,1.0,1.0,91,6,random,xgb,raw165,2
35,0.9696969696969697,0.9946319870256819,197,33,random,xgb,raw165,2
36,1.0,1.0,260,4,random,xgb,raw165,2
37,1.0,1.0,71,4,random,xgb,raw165,2
38,0.9655172413793104,1.0,111,15,random,xgb,raw165,2
39,1.0,1.0,189,12,random,xgb,raw165,2
40,0.8571428571428571,0.8944633408919125,164,12,random,xgb,raw165,2
41,0.9302325581395349,0.9780219780219781,178,21,random,xgb,raw165,2
42,0.8780487804878049,0.9880765988197036,279,19,random,xgb,raw165,2
43,0.5714285714285714,0.7859649122807018,186,5,random,xgb,raw165,2
44,0.3333333333333333,0.43333333333333335,249,3,random,xgb,raw165,2
45,1.0,1.0,189,1,random,xgb,raw165,2
46,1.0,1.0,104,1,random,xgb,raw165,2
47,0.6666666666666666,0.7636986301369864,113,4,random,xgb,raw165,2
48,0.9090909090909091,0.9666666666666666,77,5,random,xgb,raw165,2
49,1.0,1.0,84,11,random,xgb,raw165,2
1,0.5,1.0,333,3,random,xgb,raw165,3
2,0.8571428571428571,1.0,162,3,random,xgb,raw165,3
3,1.0,1.0,193,2,random,xgb,raw165,3
4,1.0,1.0,224,6,random,xgb,raw165,3
5,0.0,1.0,289,1,random,xgb,raw165,3
6,0.0,,77,0,random,xgb,raw165,3
7,0.8461538461538461,0.9924242424242424,189,11,random,xgb,raw165,3
8,0.88,0.9564777327935221,181,13,random,xgb,raw165,3
9,0.9855072463768116,1.0,117,34,random,xgb,raw165,3
10,1.0,1.0,134,1,random,xgb,raw165,3
11,0.972972972972973,1.0,115,18,random,xgb,raw165,3
12,1.0,1.0,59,3,random,xgb,raw165,3
13,0.9906542056074766,1.0,123,53,random,xgb,raw165,3
14,1.0,1.0,65,11,random,xgb,raw165,3
15,1.0,1.0,91,22,random,xgb,raw165,3
16,0.9545454545454546,0.9789356984478934,93,22,random,xgb,raw165,3
17,1.0,1.0,131,16,random,xgb,raw165,3
18,1.0,0.9999999999999998,52,7,random,xgb,raw165,3
19,0.9375,0.9930555555555556,119,16,random,xgb,raw165,3
20,0.9620253164556962,0.996507760532151,136,40,random,xgb,raw165,3
21,1.0,1.0,89,14,random,xgb,raw165,3
22,0.9615384615384616,0.9960212201591512,272,26,random,xgb,raw165,3
23,0.8888888888888888,1.0,165,8,random,xgb,raw165,3
24,0.9795918367346939,0.9984615384615385,176,25,random,xgb,raw165,3
25,1.0,1.0,90,19,random,xgb,raw165,3
26,0.9473684210526315,1.0000000000000002,71,9,random,xgb,raw165,3
27,1.0,1.0,32,6,random,xgb,raw165,3
28,1.0,1.0,41,16,random,xgb,raw165,3
29,0.9795918367346939,0.9991408021541952,183,48,random,xgb,raw165,3
30,0.9696969696969697,0.9963235294117647,82,16,random,xgb,raw165,3
31,1.0,0.9999999999999998,95,13,random,xgb,raw165,3
32,0.9879518072289156,0.9994192799070849,188,41,random,xgb,raw165,3
33,0.8,0.9166666666666665,76,3,random,xgb,raw165,3
34,1.0,1.0,91,6,random,xgb,raw165,3
35,0.9696969696969697,0.9946319870256819,197,33,random,xgb,raw165,3
36,1.0,1.0,260,4,random,xgb,raw165,3
37,1.0,1.0,71,4,random,xgb,raw165,3
38,0.9655172413793104,1.0,111,15,random,xgb,raw165,3
39,1.0,1.0,189,12,random,xgb,raw165,3
40,0.8571428571428571,0.8944633408919125,164,12,random,xgb,raw165,3
41,0.9302325581395349,0.9780219780219781,178,21,random,xgb,raw165,3
42,0.8780487804878049,0.9880765988197036,279,19,random,xgb,raw165,3
43,0.5714285714285714,0.7859649122807018,186,5,random,xgb,raw165,3
44,0.3333333333333333,0.43333333333333335,249,3,random,xgb,raw165,3
45,1.0,1.0,189,1,random,xgb,raw165,3
46,1.0,1.0,104,1,random,xgb,raw165,3
47,0.6666666666666666,0.7636986301369864,113,4,random,xgb,raw165,3
48,0.9090909090909091,0.9666666666666666,77,5,random,xgb,raw165,3
49,1.0,1.0,84,11,random,xgb,raw165,3
1,0.5,1.0,333,3,random,xgb,raw165,4
2,0.8571428571428571,1.0,162,3,random,xgb,raw165,4
3,1.0,1.0,193,2,random,xgb,raw165,4
4,1.0,1.0,224,6,random,xgb,raw165,4
5,0.0,1.0,289,1,random,xgb,raw165,4
6,0.0,,77,0,random,xgb,raw165,4
7,0.8461538461538461,0.9924242424242424,189,11,random,xgb,raw165,4
8,0.88,0.9564777327935221,181,13,random,xgb,raw165,4
9,0.9855072463768116,1.0,117,34,random,xgb,raw165,4
10,1.0,1.0,134,1,random,xgb,raw165,4
11,0.972972972972973,1.0,115,18,random,xgb,raw165,4
12,1.0,1.0,59,3,random,xgb,raw165,4
13,0.9906542056074766,1.0,123,53,random,xgb,raw165,4
14,1.0,1.0,65,11,random,xgb,raw165,4
15,1.0,1.0,91,22,random,xgb,raw165,4
16,0.9545454545454546,0.9789356984478934,93,22,random,xgb,raw165,4
17,1.0,1.0,131,16,random,xgb,raw165,4
18,1.0,0.9999999999999998,52,7,random,xgb,raw165,4
19,0.9375,0.9930555555555556,119,16,random,xgb,raw165,4
20,0.9620253164556962,0.996507760532151,136,40,random,xgb,raw165,4
21,1.0,1.0,89,14,random,xgb,raw165,4
22,0.9615384615384616,0.9960212201591512,272,26,random,xgb,raw165,4
23,0.8888888888888888,1.0,165,8,random,xgb,raw165,4
24,0.9795918367346939,0.9984615384615385,176,25,random,xgb,raw165,4
25,1.0,1.0,90,19,random,xgb,raw165,4
26,0.9473684210526315,1.0000000000000002,71,9,random,xgb,raw165,4
27,1.0,1.0,32,6,random,xgb,raw165,4
28,1.0,1.0,41,16,random,xgb,raw165,4
29,0.9795918367346939,0.9991408021541952,183,48,random,xgb,raw165,4
30,0.9696969696969697,0.9963235294117647,82,16,random,xgb,raw165,4
31,1.0,0.9999999999999998,95,13,random,xgb,raw165,4
32,0.9879518072289156,0.9994192799070849,188,41,random,xgb,raw165,4
33,0.8,0.9166666666666665,76,3,random,xgb,raw165,4
34,1.0,1.0,91,6,random,xgb,raw165,4
35,0.9696969696969697,0.9946319870256819,197,33,random,xgb,raw165,4
36,1.0,1.0,260,4,random,xgb,raw165,4
37,1.0,1.0,71,4,random,xgb,raw165,4
38,0.9655172413793104,1.0,111,15,random,xgb,raw165,4
39,1.0,1.0,189,12,random,xgb,raw165,4
40,0.8571428571428571,0.8944633408919125,164,12,random,xgb,raw165,4
41,0.9302325581395349,0.9780219780219781,178,21,random,xgb,raw165,4
42,0.8780487804878049,0.9880765988197036,279,19,random,xgb,raw165,4
43,0.5714285714285714,0.7859649122807018,186,5,random,xgb,raw165,4
44,0.3333333333333333,0.43333333333333335,249,3,random,xgb,raw165,4
45,1.0,1.0,189,1,random,xgb,raw165,4
46,1.0,1.0,104,1,random,xgb,raw165,4
47,0.6666666666666666,0.7636986301369864,113,4,random,xgb,raw165,4
48,0.9090909090909091,0.9666666666666666,77,5,random,xgb,raw165,4
49,1.0,1.0,84,11,random,xgb,raw165,4
38,0.9223300970873787,0.9644182373415753,756,111,temporal,xgb,base,0
39,0.8827586206896552,0.9486419235370729,1183,81,temporal,xgb,base,0
40,0.6956521739130435,0.7415094609722277,1211,112,temporal,xgb,base,0
41,0.9327354260089686,0.962061961842543,1132,116,temporal,xgb,base,0
42,0.8201438848920863,0.879240927239869,2154,239,temporal,xgb,base,0
43,0.0,0.026873648799676988,1370,24,temporal,xgb,base,0
44,0.05405405405405406,0.06015733642355732,1591,24,temporal,xgb,base,0
45,0.0,0.01822104129674639,1221,5,temporal,xgb,base,0
46,0.16666666666666666,0.5070422535211268,712,2,temporal,xgb,base,0
47,0.0,0.03832733705574253,846,22,temporal,xgb,base,0
48,0.0,0.12852868916941831,471,36,temporal,xgb,base,0
49,0.0,0.22875152624571563,476,56,temporal,xgb,base,0
38,0.9223300970873787,0.9644182373415753,756,111,temporal,xgb,base,1
39,0.8827586206896552,0.9486419235370729,1183,81,temporal,xgb,base,1
40,0.6956521739130435,0.7415094609722277,1211,112,temporal,xgb,base,1
41,0.9327354260089686,0.962061961842543,1132,116,temporal,xgb,base,1
42,0.8201438848920863,0.879240927239869,2154,239,temporal,xgb,base,1
43,0.0,0.026873648799676988,1370,24,temporal,xgb,base,1
44,0.05405405405405406,0.06015733642355732,1591,24,temporal,xgb,base,1
45,0.0,0.01822104129674639,1221,5,temporal,xgb,base,1
46,0.16666666666666666,0.5070422535211268,712,2,temporal,xgb,base,1
47,0.0,0.03832733705574253,846,22,temporal,xgb,base,1
48,0.0,0.12852868916941831,471,36,temporal,xgb,base,1
49,0.0,0.22875152624571563,476,56,temporal,xgb,base,1
38,0.9223300970873787,0.9644182373415753,756,111,temporal,xgb,base,2
39,0.8827586206896552,0.9486419235370729,1183,81,temporal,xgb,base,2
40,0.6956521739130435,0.7415094609722277,1211,112,temporal,xgb,base,2
41,0.9327354260089686,0.962061961842543,1132,116,temporal,xgb,base,2
42,0.8201438848920863,0.879240927239869,2154,239,temporal,xgb,base,2
43,0.0,0.026873648799676988,1370,24,temporal,xgb,base,2
44,0.05405405405405406,0.06015733642355732,1591,24,temporal,xgb,base,2
45,0.0,0.01822104129674639,1221,5,temporal,xgb,base,2
46,0.16666666666666666,0.5070422535211268,712,2,temporal,xgb,base,2
47,0.0,0.03832733705574253,846,22,temporal,xgb,base,2
48,0.0,0.12852868916941831,471,36,temporal,xgb,base,2
49,0.0,0.22875152624571563,476,56,temporal,xgb,base,2
38,0.9223300970873787,0.9644182373415753,756,111,temporal,xgb,base,3
39,0.8827586206896552,0.9486419235370729,1183,81,temporal,xgb,base,3
40,0.6956521739130435,0.7415094609722277,1211,112,temporal,xgb,base,3
41,0.9327354260089686,0.962061961842543,1132,116,temporal,xgb,base,3
42,0.8201438848920863,0.879240927239869,2154,239,temporal,xgb,base,3
43,0.0,0.026873648799676988,1370,24,temporal,xgb,base,3
44,0.05405405405405406,0.06015733642355732,1591,24,temporal,xgb,base,3
45,0.0,0.01822104129674639,1221,5,temporal,xgb,base,3
46,0.16666666666666666,0.5070422535211268,712,2,temporal,xgb,base,3
47,0.0,0.03832733705574253,846,22,temporal,xgb,base,3
48,0.0,0.12852868916941831,471,36,temporal,xgb,base,3
49,0.0,0.22875152624571563,476,56,temporal,xgb,base,3
38,0.9223300970873787,0.9644182373415753,756,111,temporal,xgb,base,4
39,0.8827586206896552,0.9486419235370729,1183,81,temporal,xgb,base,4
40,0.6956521739130435,0.7415094609722277,1211,112,temporal,xgb,base,4
41,0.9327354260089686,0.962061961842543,1132,116,temporal,xgb,base,4
42,0.8201438848920863,0.879240927239869,2154,239,temporal,xgb,base,4
43,0.0,0.026873648799676988,1370,24,temporal,xgb,base,4
44,0.05405405405405406,0.06015733642355732,1591,24,temporal,xgb,base,4
45,0.0,0.01822104129674639,1221,5,temporal,xgb,base,4
46,0.16666666666666666,0.5070422535211268,712,2,temporal,xgb,base,4
47,0.0,0.03832733705574253,846,22,temporal,xgb,base,4
48,0.0,0.12852868916941831,471,36,temporal,xgb,base,4
49,0.0,0.22875152624571563,476,56,temporal,xgb,base,4
38,0.9117647058823529,0.9573526464857718,756,111,temporal,xgb,base_gfp,0
39,0.8591549295774648,0.9419886983775043,1183,81,temporal,xgb,base_gfp,0
40,0.6745562130177515,0.7404852136848538,1211,112,temporal,xgb,base_gfp,0
41,0.9014084507042254,0.9505818745361571,1132,116,temporal,xgb,base_gfp,0
42,0.8029556650246306,0.8704932753715025,2154,239,temporal,xgb,base_gfp,0
43,0.0,0.021710984634709773,1370,24,temporal,xgb,base_gfp,0
44,0.06896551724137931,0.07788579653877692,1591,24,temporal,xgb,base_gfp,0
45,0.0,0.024355266922437342,1221,5,temporal,xgb,base_gfp,0
