run_id,experiment_id,status,artifact_uri,start_time,end_time,metrics.best_iteration,metrics.diag_n_pos,metrics.val_pr_auc,metrics.test_f1,metrics.threshold,metrics.fit_seconds,metrics.test_p_at_r50,metrics.test_roc_auc,metrics.diag_n,metrics.val_f1,metrics.test_pr_auc,metrics.diag_precision,metrics.diag_recall,metrics.ts_f1,metrics.test_p_at_r80,metrics.ts_pr_auc,params.trial0_source,params.model.n_estimators,params.sampler,params.trials_completed,params.seed,params.model.early_stopping_rounds,params.device,params.feature_version,params.seeds,params.total_fits,params.dataset_version,tags.features,tags.mlflow.runName,tags.git_commit,tags.dataset,tags.mlflow.parentRunId,tags.mlflow.user,tags.mlflow.source.name,tags.model,tags.regime,tags.mlflow.source.type,tags.feature_version,tags.split_hash,tags.dataset_version,tags.kind
d6f78a5e5379406f85b5c692750fa73d,4,FINISHED,/home/abhinawap/StudySes/mulegraph/mlruns/4/d6f78a5e5379406f85b5c692750fa73d/artifacts,2026-09-19 12:44:45.884000+00:00,2026-09-19 12:44:46.185000+00:00,83.0,1611.0,0.05163736237537922,0.20886906323799528,0.9784755706787109,2.250640536999981,0.08980636545737815,0.9380247478371051,863900.0,0.13547351524879617,0.10875374747550065,0.1809090909090909,0.24705152079453754,0.4,0.03362637935982052,1.0,xgboost_defaults,1000,none,0,1,50,cuda,,,,,base,temporal.xgb.base.s1,2546822,amlworld,d33ef1a11ca448f390951fe8703a590b,abhinawap,/home/abhinawap/StudySes/mulegraph/.venv/bin/mulegraph,xgb,temporal,LOCAL,none,4291111f6dd26015,hi_small,child
2312443b29694fd8b33a33e427121fad,4,FINISHED,/home/abhinawap/StudySes/mulegraph/mlruns/4/2312443b29694fd8b33a33e427121fad/artifacts,2026-09-19 12:44:43.793000+00:00,2026-09-19 12:44:44.133000+00:00,83.0,1611.0,0.05163736237537922,0.20886906323799528,0.9784755706787109,2.9810391940000045,0.08980636545737815,0.9380247478371051,863900.0,0.13547351524879617,0.10875374747550065,0.1809090909090909,0.24705152079453754,0.4,0.03362637935982052,1.0,xgboost_defaults,1000,none,0,0,50,cuda,,,,,base,temporal.xgb.base.s0,2546822,amlworld,d33ef1a11ca448f390951fe8703a590b,abhinawap,/home/abhinawap/StudySes/mulegraph/.venv/bin/mulegraph,xgb,temporal,LOCAL,none,4291111f6dd26015,hi_small,child
d33ef1a11ca448f390951fe8703a590b,4,RUNNING,/home/abhinawap/StudySes/mulegraph/mlruns/4/d33ef1a11ca448f390951fe8703a590b/artifacts,2026-09-19 12:44:38.659000+00:00,,,,,,,,,,,,,,,,,,,,,0,,,cuda,1ab79445f22e0ead,"[0, 1, 2]",6,hi_small,,amlworld_xgb.2546822,2546822,amlworld,,abhinawap,/home/abhinawap/StudySes/mulegraph/.venv/bin/mulegraph,,,LOCAL,,,,parent
f918b97005f84cbb91f265d6f5fcea3d,4,FINISHED,/home/abhinawap/StudySes/mulegraph/mlruns/4/f918b97005f84cbb91f265d6f5fcea3d/artifacts,2026-09-17 02:11:27.260000+00:00,2026-09-17 02:11:27.620000+00:00,119.0,1611.0,0.40285703417390445,0.5394508168230796,0.9914626479148865,6.5099645450000025,0.57001414427157,0.9830625601946933,863900.0,0.45164960182025027,0.5210224445987546,0.6129541864139021,0.48168839230291743,0.9333333333333333,0.09897113022113022,1.0,xgboost_defaults,1000,none,0,2,50,cuda,,,,,base_gfp,temporal.xgb.base_gfp.s2,7c22e3e-dirty,amlworld,a9cd448dace74216b1e09783b45ab502,abhinawap,/home/abhinawap/StudySes/mulegraph/.venv/bin/mulegraph,xgb,temporal,LOCAL,1ab79445f22e0ead,4291111f6dd26015,hi_small,child
d56d1e5a63584443af77bf977b60bc49,4,FINISHED,/home/abhinawap/StudySes/mulegraph/mlruns/4/d56d1e5a63584443af77bf977b60bc49/artifacts,2026-09-17 02:11:19.662000+00:00,2026-09-17 02:11:20.052000+00:00,119.0,1611.0,0.40285703417390445,0.5394508168230796,0.9914626479148865,6.481697310000527,0.57001414427157,0.9830625601946933,863900.0,0.45164960182025027,0.5210224445987546,0.6129541864139021,0.48168839230291743,0.9333333333333333,0.09897113022113022,1.0,xgboost_defaults,1000,none,0,1,50,cuda,,,,,base_gfp,temporal.xgb.base_gfp.s1,7c22e3e-dirty,amlworld,a9cd448dace74216b1e09783b45ab502,abhinawap,/home/abhinawap/StudySes/mulegraph/.venv/bin/mulegraph,xgb,temporal,LOCAL,1ab79445f22e0ead,4291111f6dd26015,hi_small,child
161722392c454681ab0806d6b4e81c2c,4,FINISHED,/home/abhinawap/StudySes/mulegraph/mlruns/4/161722392c454681ab0806d6b4e81c2c/artifacts,2026-09-17 02:11:09.708000+00:00,2026-09-17 02:11:10.101000+00:00,119.0,1611.0,0.40285703417390445,0.5394508168230796,0.9914626479148865,6.745147652000014,0.57001414427157,0.9830625601946933,863900.0,0.45164960182025027,0.5210224445987546,0.6129541864139021,0.48168839230291743,0.9333333333333333,0.09897113022113022,1.0,xgboost_defaults,1000,none,0,0,50,cuda,,,,,base_gfp,temporal.xgb.base_gfp.s0,7c22e3e-dirty,amlworld,a9cd448dace74216b1e09783b45ab502,abhinawap,/home/abhinawap/StudySes/mulegraph/.venv/bin/mulegraph,xgb,temporal,LOCAL,1ab79445f22e0ead,4291111f6dd26015,hi_small,child
3e904bc5e31842b6a78e4eb53cfe3d8a,4,FINISHED,/home/abhinawap/StudySes/mulegraph/mlruns/4/3e904bc5e31842b6a78e4eb53cfe3d8a/artifacts,2026-09-17 02:10:59.370000+00:00,2026-09-17 02:10:59.686000+00:00,83.0,1611.0,0.05163736237537922,0.20886906323799528,0.9784755706787109,2.6025262729999667,0.08980636545737815,0.9380247478371051,863900.0,0.13547351524879617,0.10875374747550065,0.1809090909090909,0.24705152079453754,0.4,0.03362637935982052,1.0,xgboost_defaults,1000,none,0,2,50,cuda,,,,,base,temporal.xgb.base.s2,7c22e3e-dirty,amlworld,a9cd448dace74216b1e09783b45ab502,abhinawap,/home/abhinawap/StudySes/mulegraph/.venv/bin/mulegraph,xgb,temporal,LOCAL,none,4291111f6dd26015,hi_small,child
965b8395f65f41f4a18f61144014e695,4,FINISHED,/home/abhinawap/StudySes/mulegraph/mlruns/4/965b8395f65f41f4a18f61144014e695/artifacts,2026-09-17 02:10:54.153000+00:00,2026-09-17 02:10:54.537000+00:00,83.0,1611.0,0.05163736237537922,0.20886906323799528,0.9784755706787109,2.5063526610001645,0.08980636545737815,0.9380247478371051,863900.0,0.13547351524879617,0.10875374747550065,0.1809090909090909,0.24705152079453754,0.4,0.03362637935982052,1.0,xgboost_defaults,1000,none,0,1,50,cuda,,,,,base,temporal.xgb.base.s1,7c22e3e-dirty,amlworld,a9cd448dace74216b1e09783b45ab502,abhinawap,/home/abhinawap/StudySes/mulegraph/.venv/bin/mulegraph,xgb,temporal,LOCAL,none,4291111f6dd26015,hi_small,child
0e8203fd9088494b9becb7ab7f2f49f4,4,FINISHED,/home/abhinawap/StudySes/mulegraph/mlruns/4/0e8203fd9088494b9becb7ab7f2f49f4/artifacts,2026-09-17 02:10:51.509000+00:00,2026-09-17 02:10:51.979000+00:00,83.0,1611.0,0.05163736237537922,0.20886906323799528,0.9784755706787109,2.9338519759994597,0.08980636545737815,0.9380247478371051,863900.0,0.13547351524879617,0.10875374747550065,0.1809090909090909,0.24705152079453754,0.4,0.03362637935982052,1.0,xgboost_defaults,1000,none,0,0,50,cuda,,,,,base,temporal.xgb.base.s0,7c22e3e-dirty,amlworld,a9cd448dace74216b1e09783b45ab502,abhinawap,/home/abhinawap/StudySes/mulegraph/.venv/bin/mulegraph,xgb,temporal,LOCAL,none,4291111f6dd26015,hi_small,child
a9cd448dace74216b1e09783b45ab502,4,FINISHED,/home/abhinawap/StudySes/mulegraph/mlruns/4/a9cd448dace74216b1e09783b45ab502/artifacts,2026-09-17 02:10:45.859000+00:00,2026-09-17 02:11:27.631000+00:00,,,,,,,,,,,,,,,,,,,,0,,,cuda,1ab79445f22e0ead,"[0, 1, 2]",6,hi_small,,amlworld_xgb.7c22e3e-dirty,7c22e3e-dirty,amlworld,,abhinawap,/home/abhinawap/StudySes/mulegraph/.venv/bin/mulegraph,,,LOCAL,,,,parent
